50 4	128 40
44 362 1079 10 660 4	4874 29 101 4994 23 916 4
44 362 1079 10 660 4	67 1 99 183 23 916 4
44 362 1079 10 660 4	101 1 165 183 23 916 4
44 490 7 981 8 235 4	67 95 457 6 905 16 182 13 701 4
44 490 7 981 8 235 4	67 95 457 6 3673 16 182 4
44 490 7 981 8 235 4	101 95 457 6 3673 16 182 4
44 490 7 981 8 235 4	67 1 6 905 16 182 13 701 4
44 490 7 981 8 235 4	101 1 6 905 16 182 13 701 4
44 490 7 981 8 235 4	67 1 6 3673 16 182 4
44 2730 10 159 1126 4	67 95 3777 23 236 1288 4
44 69 10 3007 1429 4	67 3255 30 1526 1577 4
44 69 10 3007 1429 4	101 3255 30 1526 1577 4
44 69 10 3007 1429 4	67 95 162 30 1526 1577 4
44 24 199 525 15 4	67 21 95 112 507 4
44 24 199 525 15 4	101 21 95 112 507 4
44 24 253 374 3987 4	67 95 522 1001 569 4
44 24 7 35 60 368 4	67 1491 38 72 441 4
44 595 22 7 8 287 4	67 44 95 904 13 16 1040 4
44 72 1078 22 7 2365 4	67 44 95 515 13 6888 4
44 179 15 476 8 482 4	67 24 95 449 399 16 505 4
44 179 15 476 8 482 4	101 24 95 449 399 16 505 4
44 179 15 476 8 482 4	101 24 95 2049 399 16 505 4
44 179 15 476 8 482 4	67 24 95 2049 399 16 505 4
44 223 42 8 785 2320 4	101 1046 13 24 1295 28 2040 4
44 135 112 3686 458 10 120 4	67 1491 325 3211 201 98 209 4
44 356 11 35 146 13 4	67 14 1378 8 38 75 4
44 356 11 35 146 13 4	101 14 1378 8 38 75 4
44 2164 8 1282 4560 4	67 1 15 2034 6 1261 4
44 1 253 1 4	67 1 522 1 4
44 51 5 34 10 2237 4	67 1521 11 5 32 2952 4
44 51 5 34 10 2237 4	101 1521 11 5 32 2952 4
44 323 7 423 7 1577 4	67 1 6 379 575 16 561 4
44 175 104 148 4	67 1675 96 85 6 175 4
44 175 7 2017 8 127 4	67 1675 1327 16 137 4
44 175 7 2017 8 127 4	101 1675 1327 16 137 4
44 63 750 3434 4	67 1 56 4492 4
44 63 1076 7 1 4	67 754 4058 6 61 1669 4
44 63 106 246 7 830 4	67 283 118 1788 34 61 1123 4
44 66 212 253 532 4	67 1 270 1335 4
44 149 8 1939 1946 4	67 95 876 15 2729 6 1 4
44 149 11 35 60 2962 4	67 14 1363 8 72 1 4
44 36 525 1865 4994 4	67 1 507 31 1 200 939 4
44 36 1 253 5044 4	67 1 31 946 4
44 36 76 7 24 10 123 4	67 540 1461 23 404 29 684 4
44 36 76 7 1 14 4	67 540 1 22 4
44 36 76 7 1 14 4	101 540 1 22 4
44 36 81 207 19 1695 4	20 65 6 870 245 13 27 4
44 36 81 207 19 1695 4	20 65 6 870 707 13 27 4
44 36 72 146 253 164 4	67 14 743 11 270 147 4
44 55 102 47 15 32 458 4	67 65 509 239 46 201 4
44 55 102 47 15 32 458 4	67 43 95 231 46 201 4
222 31 58 7 61 1693 4	31 223 65 77 15 353 6 1 4
222 30 11 35 45 13 260 4	31 223 14 534 8 53 1466 13 20 353 4
222 181 60 589 4	31 223 61 65 7264 72 622 4
222 143 304 118 161 4	31 223 61 65 91 7264 26 153 204 4
1756 131 63 1022 4	1768 412 95 80 2047 4
20 1 12 1287 4	20 4200 9 2753 4
20 166 1122 170 21 470 4	20 172 45 9 91 2100 60 502 4
20 1108 12 209 64 10 1802 4	20 1200 9 149 436 37 30 1459 4
20 30 11 2184 50 221 4	39 14 107 8 4883 4
20 919 12 106 1503 32 22 4	68 971 9 118 2443 34 47 4
20 919 529 7 35 1586 4	68 971 18 103 29 53 4147 4
20 1790 12 60 574 4	68 865 6 593 9 72 343 4
20 3161 1121 41 1 4	68 2356 57 24 2151 56 1 4
20 3161 1121 41 1 4	68 2356 57 26 60 1695 26 24 2151 56 1 4
20 3161 1121 41 1 4	68 2356 18 15 1695 56 1 4
20 744 2620 6 1521 4	20 796 10 128 1254 4
20 744 12 106 653 42 22 4	20 796 9 118 867 34 47 4
20 338 12 93 696 4	20 319 9 72 291 4
20 97 355 174 4	150 302 49 647 4
20 520 2172 148 4	20 500 1371 175 4
20 671 12 615 4	20 711 9 825 4
20 129 11 355 121 4	39 14 1379 8 120 11 20 132 4
20 567 2620 22 1521 4	68 694 33 128 13 6422 4
20 567 2620 22 60 170 4	68 694 33 128 13 6422 4
20 567 12 10 81 2406 4	68 694 9 30 180 516 4
20 567 312 81 42 6 4	68 694 10 128 91 4
20 2370 75 69 740 120 4	68 2092 9 1 4
20 2370 75 69 740 120 4	68 2092 18 1256 6 2051 234 4
20 75 45 181 158 4	49 75 9 169 276 4
20 608 12 106 424 32 22 4	20 676 9 118 230 34 47 4
20 608 12 106 1434 32 22 4	20 676 9 118 2469 34 47 4
20 608 17 106 424 32 6 4	20 676 9 118 230 34 86 4
20 150 75 185 1 4	68 116 1233 125 1 6 1195 4
20 150 12 106 284 32 96 4	68 116 9 118 343 34 27 4
20 12 10 315 931 4	35 9 23 478 934 4
20 12 10 166 58 1403 4	35 9 23 172 77 24 1593 4
20 12 10 166 58 1403 4	35 9 23 2392 1 6 24 1593 4
20 12 10 400 335 4	35 9 30 282 246 4
20 12 10 81 305 7 3419 4	35 9 23 134 434 34 3134 4
20 12 10 1 417 4	35 9 23 454 48 1 15 662 4
20 12 10 248 19 3867 4	35 9 30 7028 6 5603 4
20 12 10 169 415 645 4	35 9 23 113 887 4
20 12 10 169 415 645 4	35 9 23 113 748 4
20 12 10 93 1 569 4	35 9 30 605 92 1 4
20 12 10 60 1200 3759 4	35 9 30 3187 72 1 4
20 12 10 60 81 335 4	35 9 30 72 180 282 4
20 12 10 60 2845 1 4	35 9 23 1 72 3018 4
20 12 10 60 606 2297 4	35 9 23 72 900 189 4
20 12 10 60 1089 161 4	35 9 30 216 72 4550 4
20 12 1154 962 4	35 9 1359 1702 4
20 12 45 5 30 18 32 6 4	35 9 49 20 11 5 71 38 34 86 4
20 12 86 1617 3955 4	35 9 30 5304 1 4
20 12 86 2089 1293 4	35 9 23 1445 1592 4
20 12 86 173 1 569 4	35 9 23 395 6897 1 4
20 12 86 2219 675 4	35 9 30 671 7152 4
20 12 86 2219 675 4	35 9 30 671 5239 4
20 12 736 505 4	35 9 599 1081 4
20 12 448 28 25 79 4	35 9 477 20 317 27 93 103 4
20 12 1137 22 10 1600 4	39 33 446 199 60 5153 4
20 12 248 19 2519 4	35 9 177 4231 4
20 12 29 560 17 165 4	35 9 24 186 6 82 260 4
20 12 38 10 1474 2223 4	20 21 9 8 23 2393 6 2492 4
20 12 5140 2960 4	150 9 30 3300 1 4
20 12 316 10 764 19 57 4	35 9 30 786 1306 6 74 4
20 12 8 927 3743 4	35 9 24 4985 3230 4
20 12 8 353 465 4	35 9 15 42 670 4
20 12 8 147 166 5 24 4	35 9 15 188 172 11 19 25 4
20 12 8 765 4333 4	35 9 24 434 3805 4
20 12 8 60 266 2373 4	150 9 16 770 2955 4
20 12 1317 4539 4	35 9 2206 6207 4
20 12 60 393 7 96 4	35 9 72 546 34 27 4
20 12 95 15 45 703 4	35 9 81 11 49 61 300 4
20 12 242 10 1143 311 4	35 9 187 286 930 332 4
20 156 11 47 45 2529 4	20 21 9 8 56 49 3610 4
20 72 129 11 109 702 4	150 21 18 49 212 8 6 226 4
20 172 35 33 118 506 4	35 9 107 53 141 233 375 4
20 2373 557 187 57 4	68 2955 827 13 356 146 4
20 252 26 5 201 86 3404 4	20 274 26 19 25 152 23 4446 4
20 135 100 290 155 4	150 14 331 87 61 4093 4
20 1324 27 773 21 5011 4	68 381 18 80 1633 13 7072 4
20 203 378 400 4	20 189 1728 246 4
20 93 12 304 420 4	35 9 92 23 74 1780 4
20 766 3707 7 1 1 4	68 640 3135 13 1 1 4
20 766 3707 7 8 631 4	20 468 3135 13 16 773 4
20 160 12 708 5141 4	68 310 18 24 151 3344 4
20 160 12 708 5141 4	68 310 579 6 24 151 3344 4
20 1063 75 535 639 4	68 1209 18 550 753 4
20 1063 75 535 639 4	68 1209 1233 550 753 4
20 819 1419 411 741 4	68 983 863 352 665 4
20 823 41 10 81 229 4	39 281 53 30 180 221 4
20 823 60 465 4	39 18 24 151 72 670 4
20 823 60 465 4	75 281 291 670 4
20 1407 12 136 94 373 4	20 3161 9 57 13 16 336 4
20 544 12 106 501 7 255 4	20 565 9 118 557 34 53 979 4
20 544 12 106 1202 32 22 4	20 565 9 118 3113 34 47 4
20 904 771 12 944 4	20 3566 9 2216 4
20 534 12 576 107 5 115 4	206 606 9 42 395 11 47 4
20 1475 19 405 75 67 2986 4	68 595 6 469 14 1233 8 6 2131 4
20 306 12 10 618 2406 4	68 474 9 92 30 180 516 4
20 277 12 10 169 4228 4	68 259 9 23 113 4588 4
20 277 12 10 169 4228 4	68 259 9 96 113 4588 4
20 66 92 212 6 963 4	39 10 2549 13 10 689 557 4
20 66 147 101 10 717 4	39 14 1475 37 30 931 4
20 349 921 12 21 139 4	20 360 2597 9 795 4
320 31 140 1400 1147 4	20 65 31 1 6 432 1 4
320 31 60 747 131 4	20 65 46 203 72 4437 4
320 1595 87 35 673 4	167 1065 1378 53 2818 4
57 75 89 7 61 606 4	15 74 9 372 29 53 900 4
133 5 24 10 81 2861 4	144 145 26 19 25 134 3130 4
133 12 10 60 1705 120 4	144 145 9 30 330 1 4
133 26 25 313 411 241 173 4	144 145 27 93 352 222 4
14 345 100 1599 2159 4	22 14 182 335 87 6 3568 4
14 153 1268 58 114 4	22 238 121 29 126 4
14 56 5 30 11 192 154 4	22 64 47 119 14 985 8 114 164 4
14 56 5 112 170 354 4	22 64 47 2778 91 387 4
14 56 5 55 542 21 1334 4	22 64 47 110 2534 28 1232 4
14 56 83 31 47 112 99 4	22 64 115 65 60 147 34 15 211 4
14 56 83 31 42 10 1 4	22 64 115 743 30 1 4
14 56 83 31 93 1127 4	22 64 115 65 92 7206 4
14 56 83 31 93 722 4	22 64 115 65 92 1228 4
14 56 83 31 144 349 4	22 64 207 65 129 978 4
14 56 83 31 144 349 4	22 64 115 65 121 978 4
14 56 83 31 8 1 4	22 64 115 65 31 1 4
14 56 83 31 4949 4	22 64 115 65 1 4
14 56 83 31 60 510 4	22 64 207 65 72 5101 4
14 56 83 31 60 510 4	22 64 207 95 218 504 4
14 56 83 258 11 117 251 4	22 64 115 14 65 8 129 13 16 116 4
14 56 83 258 11 117 251 4	22 64 207 14 65 8 129 166 624 4
14 56 83 23 11 61 693 4	22 64 115 14 45 5398 8 4
14 56 83 4110 354 4	22 64 115 1 387 4
14 56 83 682 1939 4	22 64 207 95 629 6 61 396 46 1 4
14 56 83 63 1649 4	22 64 115 283 4473 4
14 188 22 71 5 69 10 326 4	22 44 18 253 62 19 155 23 543 4
14 188 22 71 5 69 10 326 4	22 33 740 62 19 155 23 543 4
14 188 22 71 5 27 1098 4	22 44 18 253 62 19 155 809 4
14 188 22 38 7 92 52 4	22 44 18 253 6 14 8 24 160 4
14 188 22 7 522 46 471 4	22 44 18 253 6 76 1509 31 510 4
14 188 22 347 137 7 50 4	22 44 18 253 159 640 966 4
14 578 45 19 8 1321 4	22 18 392 49 15 1457 4
14 578 46 1745 589 4	22 18 622 392 70 2167 4
14 578 182 1821 19 652 4	22 18 392 183 7052 6 723 4
14 622 3443 43 83 4	22 18 578 13 1 55 207 4
14 622 7 1564 46 1217 4	22 1045 13 61 4605 31 1067 4
14 622 7 61 1 4	22 1045 18 61 1000 6898 4
14 3639 1 4	22 14 45 9 8 4508 1 4
14 1644 46 374 331 4	22 18 3008 70 320 4
14 301 10 150 21 234 4	22 2796 30 116 13 229 4
14 301 10 819 177 4	22 18 294 30 983 153 4
14 301 46 862 21 234 4	22 18 294 70 3266 13 229 4
14 704 46 206 43 52 4	22 6251 70 210 55 76 4
14 704 96 111 3009 4	22 27 18 1454 214 2613 4
14 1026 46 206 10 4022 4	22 18 1691 13 70 210 30 4355 4
14 447 83 20 252 4	22 18 661 115 20 274 4
14 256 124 91 604 4	22 9 1188 29 633 4
14 256 59 7 192 7 96 4	22 9 372 81 27 114 4
14 256 117 208 1944 4	22 4561 13 16 116 163 2222 4
14 256 7 88 96 177 4	22 9 372 27 124 153 4
14 30 18 121 16 300 4	22 107 38 49 20 37 12 227 4
14 30 192 154 64 170 4	22 107 933 114 164 4
14 30 11 864 7 214 13 4	22 14 107 8 61 1297 6 24 280 4
14 30 11 35 576 107 83 4	22 14 107 8 53 42 395 11 115 4
14 30 11 50 7 165 133 4	22 14 107 8 102 13 24 186 144 145 4
14 30 11 24 384 60 375 4	22 21 18 8 257 102 91 480 4
14 30 11 423 60 170 251 4	22 14 244 8 129 72 91 379 4
14 865 780 8 541 4	1268 1767 16 3138 55 441 4
14 4677 7 35 83 17 426 4	22 18 3879 53 15 402 6 115 4
14 621 91 10 81 360 4	22 472 29 30 180 355 4
14 621 59 187 746 4	22 472 81 356 4114 4
14 4585 42 46 112 4	22 61 1 77 70 147 4
14 247 11 959 46 206 4	22 14 537 8 61 38 2579 6 70 210 4
14 247 11 191 46 2178 4	22 14 537 8 296 138 2560 4
14 468 7 554 10 713 4	22 1596 6 615 2143 4
14 468 7 214 10 581 127 4	22 18 547 29 280 30 137 695 4
14 468 7 50 117 324 4	22 1596 6 609 241 4
14 468 7 50 117 324 4	22 18 547 6 609 166 76 241 4
14 468 7 101 10 506 4	22 18 547 6 176 15 1050 4
14 2172 10 717 506 4	22 1371 30 2210 375 4
14 62 11 18 13 60 108 4	22 14 15 730 8 105 4
14 62 11 18 13 60 108 4	22 14 15 730 8 271 4
14 62 11 61 168 8 291 4	22 21 54 8 3043 56 117 4
14 62 11 24 10 134 7 125 4	22 21 130 8 105 13 97 4
14 62 11 93 195 4	22 21 18 8 92 755 4
14 62 11 88 8 190 851 4	22 21 18 8 152 15 3068 6 5934 4
14 62 11 363 7 40 13 4	22 1149 24 1943 4
14 62 11 101 168 46 744 4	22 21 6929 8 70 796 4
14 62 11 39 7 790 83 4	22 14 374 8 1138 115 4
14 62 11 39 7 790 83 4	22 21 18 8 690 1138 115 4
14 371 91 336 1 4	22 9 328 29 30 1 5356 4
14 371 21 1 21 2098 4	22 9 328 28 633 26 28 2614 4
14 371 21 1 21 2098 4	22 2273 28 633 26 28 2614 4
14 371 42 613 21 234 4	22 9 328 597 26 13 229 4
14 129 11 50 7 165 251 4	22 14 128 8 129 13 24 186 4
14 129 11 24 119 2273 4	22 21 18 8 29 2681 4
14 129 11 24 7 151 20 4	22 21 18 8 13 193 39 4
14 129 11 40 49 7 423 4	22 14 244 8 379 4
14 129 11 40 13 5 40 4	22 14 244 8 11 5 15 84 4
14 129 11 40 95 7 50 4	22 14 244 8 88 102 4
14 129 11 926 60 276 4	22 14 2449 8 72 271 4
14 129 11 41 234 108 4	22 21 106 8 118 229 4
14 129 11 79 7 567 73 4	22 21 18 8 103 6 45 2817 4
14 129 11 93 41 720 4	22 21 106 8 92 31 802 4
14 129 11 1069 60 276 4	22 14 2520 8 72 271 4
14 129 11 39 7 50 183 4	22 14 227 8 43 102 188 4
14 129 11 39 7 314 6 4	22 14 227 8 10 38 6 199 4
14 129 11 39 96 7 163 4	22 14 227 8 11 27 5814 4
14 1302 1321 187 120 4	22 620 56 1457 99 31 234 4
14 1302 797 107 83 162 4	22 620 287 11 115 4
14 450 619 42 8 1630 4	22 45 9 1182 77 15 1206 4
14 490 7 1774 46 2321 4	22 18 457 6 1 100 5331 29 2660 4
14 490 7 1774 46 2321 4	22 3366 6 3198 100 3418 29 2660 4
14 105 1641 118 524 4	22 18 2878 24 80 471 4
14 105 422 308 583 4	22 45 9 225 30 135 621 4
14 105 4469 94 10 1 4	22 18 80 3101 98 30 1 4
14 2788 8 110 270 4	22 1 16 180 426 4
14 69 67 229 49 7 18 15 4	22 21 130 299 221 6 90 15 38 4
14 69 67 494 7 18 13 4	22 21 130 8 6 256 6 15 38 4
14 939 210 1302 2231 4	22 620 72 1068 23 2822 4
14 75 10 3853 307 173 352 4	22 18 30 339 6 1 222 4
14 75 10 1 42 46 4551 4	22 18 30 1 77 70 6227 4
14 75 10 3168 21 46 2444 4	22 18 23 469 41 16 2626 4
14 75 10 1230 226 2606 4	22 18 23 2092 6 194 2998 4
14 75 10 2593 1708 32 83 4	22 18 23 1605 34 207 4
14 75 10 60 3938 164 4	22 18 23 5223 72 6238 4
14 75 239 773 10 1297 4	22 18 169 225 23 1195 4
14 75 153 175 7 558 4	22 18 121 690 758 4
14 75 188 96 7 92 52 4	22 27 18 253 6 24 160 4
14 75 102 860 10 159 164 4	89 18 366 23 1519 541 13 22 4
14 75 102 60 81 7 22 4	22 18 80 72 134 34 47 4
14 75 102 60 4410 4	22 18 80 72 5990 4
14 75 1326 531 107 22 4	22 18 6 42 1344 594 11 47 4
14 75 1 42 46 1177 4	22 18 46 1 13 138 946 4
14 75 468 7 50 1435 4	22 18 547 29 102 38 56 2657 4
14 75 196 15 189 440 4	22 24 18 169 57 698 6 146 4
14 75 196 199 1617 4	22 21 18 112 57 29 2451 4
14 75 196 104 221 4	22 18 57 96 85 6 199 4
14 75 72 1007 7 234 4	22 472 154 29 1 13 229 4
14 75 103 359 107 5 18 4	22 18 42 6 367 11 47 4
14 75 103 359 107 83 4	22 18 42 6 367 11 207 4
14 75 67 229 95 25 31 4	22 21 18 299 221 6 108 88 27 110 4
14 75 67 203 43 13 4	22 21 18 8 6 189 55 39 4
14 75 605 57 21 234 4	22 18 231 56 74 13 229 4
14 75 605 57 21 1090 4	22 18 231 56 74 28 918 4
14 75 170 1 4335 4	22 18 46 5867 91 1 4
14 755 11 102 325 142 4	22 21 9 8 1074 239 278 4
14 755 11 860 96 121 4	22 14 27 18 112 366 4
14 755 11 220 8 166 251 4	22 21 18 8 129 560 15 172 4
14 1146 15 90 25 18 13 4	22 435 127 27 613 39 4
14 1146 651 21 1035 4	22 435 114 28 1197 4
14 643 83 3297 65 471 4	22 18 897 115 18 61 6462 31 510 4
14 1675 83 45 252 4	22 18 2786 115 195 16 1493 4
14 12 83 17 154 267 4	22 9 15 536 6 164 6 115 4
14 12 10 415 576 107 83 4	22 9 23 113 42 395 11 115 4
14 12 10 1538 81 1155 4	22 9 23 177 134 5360 4
14 12 10 1538 81 2915 4	22 9 23 177 134 3736 4
14 12 10 1538 81 2915 4	22 9 177 134 3736 4
14 12 10 1538 81 3280 4	22 9 23 177 134 5248 4
14 12 10 1538 81 3280 4	22 9 177 134 5248 4
14 12 10 1538 81 267 4	22 9 23 177 134 536 4
14 12 10 81 216 19 351 4	22 9 23 134 255 13 47 4
14 12 10 484 165 565 4	22 9 7173 4
14 12 10 169 1376 59 4	22 9 23 113 1978 81 4
14 12 10 169 1376 59 4	22 9 23 113 888 81 4
14 12 10 1 344 4	22 9 23 1 4
14 12 10 1804 19 20 1168 4	22 9 1936 6 20 1872 4
14 12 10 2646 4812 4	22 9 23 1 3125 4
14 12 10 2646 1145 4	22 9 1889 3125 4
14 12 10 93 649 344 4	22 9 92 30 109 1132 4
14 12 10 93 990 344 4	22 9 92 30 109 887 4
14 12 10 60 368 952 4	22 9 23 2716 72 956 4
14 12 10 60 645 344 4	22 9 30 109 72 748 4
14 12 10 60 2914 344 4	22 9 92 30 109 5781 4
14 12 10 2670 3485 4	22 9 23 608 202 29 649 4
14 12 58 64 722 64 83 4	22 9 13 113 440 149 218 11 207 4
14 12 656 38 802 4	22 21 9 8 28 117 6 493 4
14 12 656 38 802 4	28 57 26 22 14 1164 8 4
14 12 345 64 173 64 83 4	22 18 335 15 119 420 11 207 4
14 12 345 274 7 163 4	22 9 335 419 13 220 4
14 12 239 21 10 260 1220 4	22 9 169 6 632 1252 4
14 12 239 74 19 165 4	22 9 169 954 6 24 186 4
14 12 86 1471 1 4	22 9 23 1878 1 4
14 12 86 2693 952 4	22 9 23 2716 1 4
14 12 86 1 344 4	22 9 30 109 1 4
14 12 1614 43 46 392 4	22 61 2457 55 100 273 4
14 12 64 722 64 46 171 4	22 9 149 218 11 70 156 4
14 12 47 46 299 150 4	22 9 166 138 275 4
14 12 47 117 43 46 392 4	22 9 166 76 55 100 273 4
14 12 1 7 18 20 4	22 18 24 5597 6 15 38 4
14 12 124 21 46 1104 4	22 9 6 715 41 70 1202 4
14 12 1 46 1 4	22 61 1696 31 3041 6 138 4470 4
14 12 2763 1 22 4	22 44 3773 187 1349 46 1 4
14 12 146 10 60 81 164 4	22 57 56 72 134 492 4
14 12 146 10 60 81 164 4	22 57 56 72 134 147 4
14 12 146 104 221 4	22 9 28 117 6 38 96 85 6 199 4
14 12 2453 7 132 7 83 4	22 9 1467 6 114 13 115 4
14 12 1770 124 7 234 4	22 1639 28 598 13 229 4
14 12 76 503 1 4	22 585 100 1 4
14 12 419 10 709 1581 4	22 18 30 2116 2795 4
14 12 1933 2465 234 4	22 61 4871 575 229 4
14 12 46 374 2112 1152 4	22 9 70 634 821 1538 4
14 12 1952 10 4101 19 583 4	22 1215 30 1 6 621 4
14 12 21 2364 1609 4	22 9 41 23 1316 1771 4
14 12 21 79 19 10 818 4	22 18 103 6 625 4
14 12 72 10 216 19 1695 4	22 9 421 24 23 6 432 245 4
14 12 179 1347 26 156 11 16 9	22 9 4775 26 21 9 20 8 7
14 12 795 7 46 5142 4	22 9 28 117 29 170 737 70 7265 4
14 12 546 10 134 19 114 4	22 1310 105 29 126 4
14 12 546 106 108 799 4	22 57 105 118 6 642 4
14 12 103 747 107 5 115 4	22 9 42 1161 11 47 4
14 12 103 747 107 5 115 4	22 9 42 1161 11 5 14 15 32 4
14 12 108 3368 107 83 4	22 9 91 42 518 11 207 4
14 12 108 3539 107 83 4	22 9 105 42 608 11 115 4
14 12 29 1193 2235 4	22 9 59 3450 1790 4
14 12 67 390 21 140 1168 4	22 21 1293 42 13 179 1872 4
14 12 38 29 216 333 4	22 21 9 42 59 255 4
14 12 147 669 241 173 4	22 18 421 627 222 4
14 12 407 1 4	22 9 72 5715 4
14 12 93 1105 645 4	22 571 92 4884 4
14 12 93 1105 645 4	22 571 92 1 4
14 12 93 215 26 156 11 16 9	22 9 72 373 26 21 9 20 8 7
14 12 93 462 26 156 11 16 9	22 9 72 1106 26 21 9 20 8 7
14 12 5057 46 1256 4	22 959 70 1394 4
14 12 144 21 8 1572 4	22 9 129 41 16 865 6 1195 4
14 12 144 21 8 1572 4	22 9 121 41 16 865 6 1195 4
14 12 144 391 43 96 4	22 466 129 55 27 4
14 12 687 21 8 631 4	22 1612 41 16 773 4
14 12 530 46 1992 1238 4	22 300 70 706 6 736 29 2564 4
14 12 665 6 8 339 4	22 10 79 16 322 4
14 12 106 1151 7 112 4	22 9 118 2012 34 325 4
14 12 60 473 19 46 426 4	22 9 72 710 6 70 402 4
14 12 2914 56 718 4	22 9 6008 64 855 4
14 12 602 10 159 3467 4	22 182 23 1519 3799 4
14 156 11 10 488 4301 4	22 21 9 8 7165 680 4
14 156 11 10 81 206 4953 4	22 21 9 8 23 134 1 1 4
14 156 11 10 81 206 4953 4	22 21 9 8 23 134 1 6 210 4
14 156 11 10 81 4182 4	22 21 9 8 23 72 134 5658 4
14 156 11 10 60 81 2200 4	22 21 9 8 23 72 134 1 4
14 156 11 10 60 81 2200 4	22 21 9 8 23 72 134 6618 4
14 156 11 332 7 89 133 4	22 9 41 24 3172 6 232 144 145 4
14 156 11 332 7 89 133 4	22 14 107 8 232 144 145 4
14 156 11 278 19 121 4	22 21 18 249 6 112 4
14 156 11 59 4 16 143 117 4	22 21 9 8 108 4 12 9 327 166 76 4
14 156 11 59 4 16 143 117 4	22 21 9 8 108 4 12 9 1189 166 76 4
14 156 11 598 26 113 83 12 4	22 21 9 8 1290 26 133 115 24 9 4
14 2605 8 1 1567 4	22 18 4002 16 6965 4
14 1495 124 72 21 57 4	22 18 1 154 13 74 4
14 1495 74 19 8 441 4	22 45 9 1 4
14 236 16 27 76 7 551 4	22 576 37 12 812 728 4
14 236 16 77 136 10 410 4	22 576 37 12 130 57 30 407 4
14 236 53 27 10 203 4	22 576 37 12 43 130 23 189 4
14 322 13 5 1045 7 52 4	22 244 11 5 76 25 1041 4
14 322 8 547 60 170 4	22 751 72 91 16 305 4
14 322 95 16 87 35 4	22 244 88 12 400 53 4
14 322 82 1148 33 127 4	22 244 48 18 792 141 137 4
14 3528 178 7 790 83 4	22 61 5808 34 1138 115 4
14 749 154 21 165 4	22 18 515 15 164 13 24 186 4
14 694 7 212 7 422 4	22 1047 176 666 6 76 4
14 376 432 3690 4	22 106 298 60 4915 4
14 453 21 86 173 712 4	22 910 41 23 1103 2225 4
14 398 74 19 8 441 4	22 1248 98 16 511 4
14 312 10 169 1151 4	22 18 24 151 23 113 2012 4
14 312 41 86 4023 4	22 1009 13 23 4230 4
14 263 46 154 3509 4	22 18 304 70 3661 6 164 4
14 263 745 60 589 4	22 18 304 56 779 72 622 4
14 770 7 50 74 47 161 4	22 106 338 15 204 4
14 136 111 1 1006 4	22 18 57 46 1061 1 4
14 172 18 711 16 300 4	12 61 107 11 22 762 49 20 37 12 227 4
14 295 89 124 176 4	22 302 1281 174 4
14 295 55 1045 58 13 4	18 501 6 75 26 22 302 104 1041 4
14 1 8 1096 785 4	22 18 1 15 1013 6 16 704 4
14 1 8 1096 785 4	22 18 2907 15 1013 6 16 704 55 30 1 4
14 529 292 709 2404 4	22 18 103 29 30 2382 13 662 869 4
14 529 7 35 103 368 4	22 331 53 42 956 4
14 100 236 83 27 588 4	22 21 18 87 1021 11 115 54 608 4
14 100 93 105 180 15 4	22 14 45 28 9 87 92 1723 4
14 100 78 55 196 20 4	22 21 495 87 57 39 4
14 276 1 131 4	22 1 271 31 203 4
14 276 116 58 83 4	22 18 271 347 13 115 4
14 276 116 58 83 4	22 1219 271 13 115 4
14 1058 7 190 146 13 4	22 400 383 6 38 75 4
14 2916 83 10 134 19 114 4	22 331 105 29 126 13 115 4
14 940 1507 118 746 4	22 18 1289 60 1762 15 801 849 471 4
14 2600 10 1789 47 83 4	22 1 207 56 1712 4
14 2190 612 198 8 609 4	22 6411 56 660 41 16 719 4
14 186 42 46 744 56 179 4	22 18 382 70 796 64 9 497 4
14 186 8 851 7 8 1056 4	22 18 382 15 3068 60 1207 4
14 1781 1 83 333 4	22 14 57 1901 42 6 1 13 207 4
14 1781 1599 676 2940 4	22 182 1068 46 3147 6449 4
14 2502 8 159 1118 440 4	22 311 15 1241 1286 1 4
14 994 7 328 46 2452 4	22 2048 6 529 138 3177 4
14 994 7 851 46 250 4	22 18 1308 6 2610 6 70 269 4
14 3153 74 19 46 431 4	22 61 5318 850 6 70 368 4
14 138 83 48 10 81 164 4	22 18 79 11 115 730 56 134 147 4
14 138 16 934 8 303 4	22 18 79 37 12 18 678 15 1818 4
14 138 13 83 27 183 4	22 18 79 11 207 54 258 4
14 138 6 633 21 234 4	22 18 79 11 10 1 13 229 4
14 689 110 21 616 19 22 4	22 45 1863 154 28 860 6 47 4
14 452 16 54 100 18 13 4	22 79 37 12 14 820 87 39 4
14 452 13 16 30 18 13 4	22 79 37 12 107 15 38 4
14 1101 10 415 5001 4	22 1149 23 113 4193 4
14 378 7 35 1 4	22 18 24 151 6 5868 4
14 378 7 35 4137 4	22 281 5481 4
14 378 60 4678 133 4	22 18 24 151 72 1 144 145 4
14 686 83 10 2627 866 4	22 18 993 23 1 13 207 4
14 771 8 482 32 330 4	22 5958 16 505 34 15 491 4
14 87 18 28 83 452 4	22 400 38 20 11 115 79 4
14 87 55 4463 83 4	22 495 197 1398 115 4
14 356 11 24 130 83 4	22 21 495 8 197 15 97 13 115 4
14 781 83 1140 17 1324 4	22 18 1056 16 381 6 1340 13 115 4
14 781 22 83 17 457 4	22 44 18 1056 16 381 6 115 4
14 4123 83 42 8 124 4	22 1 77 15 1136 6 115 4
